coxa_deg,femur_deg,tibia_deg,x,y,z
-27.0,-21.0,45.0,-83.09,38.91,-6.71
-27.0,-19.0,-45.0,-0.39,-123.38,61.54
-27.0,-19.0,-43.0,-1.4,-121.41,57.18
-27.0,-19.0,-41.0,-2.48,-119.3,52.91
-27.0,-19.0,-39.0,-3.62,-117.05,48.72
-27.0,-19.0,-37.0,-4.83,-114.68,44.62
-27.0,-19.0,-35.0,-6.1,-112.19,40.62
-27.0,-19.0,-33.0,-7.44,-109.57,36.72
-27.0,-19.0,-31.0,-8.83,-106.83,32.92
-27.0,-19.0,-29.0,-10.29,-103.97,29.23
-27.0,-19.0,-27.0,-11.8,-101.0,25.66
-27.0,-19.0,-25.0,-13.37,-97.92,22.2
-27.0,-19.0,-23.0,-14.99,-94.74,18.87
-27.0,-19.0,-21.0,-16.67,-91.45,15.66
-27.0,-19.0,-19.0,-18.39,-88.07,12.59
-27.0,-19.0,-17.0,-20.16,-84.59,9.65
-27.0,-19.0,-15.0,-21.98,-81.02,6.84
-27.0,-19.0,-13.0,-23.84,-77.37,4.18
-27.0,-19.0,-11.0,-25.74,-73.64,1.66
-27.0,-19.0,-9.0,-27.68,-69.83,-0.7
-27.0,-19.0,-7.0,-29.66,-65.95,-2.92
-27.0,-19.0,-5.0,-31.67,-62.0,-4.99
-27.0,-19.0,-3.0,-33.71,-58.0,-6.9
-27.0,-19.0,-1.0,-35.78,-53.93,-8.65
-27.0,-19.0,1.0,-37.88,-49.82,-10.24
-27.0,-19.0,3.0,-40.0,-45.65,-11.67
-27.0,-19.0,5.0,-42.14,-41.45,-12.93
-27.0,-19.0,7.0,-44.31,-37.2,-14.03
-27.0,-19.0,9.0,-46.48,-32.93,-14.97
-27.0,-19.0,11.0,-48.68,-28.63,-15.73
-27.0,-19.0,13.0,-50.88,-24.31,-16.33
-27.0,-19.0,15.0,-53.09,-19.97,-16.75
-27.0,-19.0,17.0,-55.3,-15.62,-17.01
-27.0,-19.0,19.0,-57.52,-11.27,-17.09
-27.0,-19.0,21.0,-59.74,-6.91,-17.01
-27.0,-19.0,23.0,-61.95,-2.57,-16.75
-27.0,-19.0,25.0,-64.16,1.77,-16.33
-27.0,-19.0,27.0,-66.37,6.09,-15.73
-27.0,-19.0,29.0,-68.56,10.39,-14.97
-27.0,-19.0,31.0,-70.74,14.67,-14.03
-27.0,-19.0,33.0,-72.9,18.91,-12.93
-27.0,-19.0,35.0,-75.04,23.12,-11.67
-27.0,-19.0,37.0,-77.16,27.28,-10.24
-27.0,-19.0,39.0,-79.26,31.4,-8.65
-27.0,-19.0,41.0,-81.33,35.46,-6.9
-27.0,-19.0,43.0,-83.37,39.47,-4.99
-27.0,-19.0,45.0,-85.38,43.41,-2.92
-27.0,-17.0,-45.0,-1.66,-120.9,58.92
-27.0,-17.0,-43.0,-2.73,-118.79,54.65
-27.0,-17.0,-41.0,-3.88,-116.55,50.46
-27.0,-17.0,-39.0,-5.09,-114.18,46.36
-27.0,-17.0,-37.0,-6.36,-111.68,42.36
-27.0,-17.0,-35.0,-7.69,-109.06,38.46
-27.0,-17.0,-33.0,-9.09,-106.32,34.66
-27.0,-17.0,-31.0,-10.54,-103.46,30.97
-27.0,-17.0,-29.0,-12.06,-100.49,27.4
-27.0,-17.0,-27.0,-13.63,-97.42,23.94
-27.0,-17.0,-25.0,-15.25,-94.23,20.61
-27.0,-17.0,-23.0,-16.92,-90.95,17.4
-27.0,-17.0,-21.0,-18.65,-87.56,14.33
-27.0,-17.0,-19.0,-20.42,-84.08,11.39
-27.0,-17.0,-17.0,-22.24,-80.52,8.59
-27.0,-17.0,-15.0,-24.1,-76.87,5.92
-27.0,-17.0,-13.0,-26.0,-73.13,3.41
-27.0,-17.0,-11.0,-27.94,-69.33,1.04
-27.0,-17.0,-9.0,-29.92,-65.45,-1.18
-27.0,-17.0,-7.0,-31.93,-61.5,-3.25
-27.0,-17.0,-5.0,-33.97,-57.49,-5.16
-27.0,-17.0,-3.0,-36.04,-53.43,-6.91
-27.0,-17.0,-1.0,-38.14,-49.31,-8.5
-27.0,-17.0,1.0,-40.26,-45.15,-9.93
-27.0,-17.0,3.0,-42.4,-40.94,-11.19
-27.0,-17.0,5.0,-44.56,-36.7,-12.29
-27.0,-17.0,7.0,-46.74,-32.42,-13.22
-27.0,-17.0,9.0,-48.93,-28.12,-13.99
-27.0,-17.0,11.0,-51.13,-23.8,-14.58
-27.0,-17.0,13.0,-53.34,-19.46,-15.01
-27.0,-17.0,15.0,-55.56,-15.12,-15.26
-27.0,-17.0,17.0,-57.78,-10.76,-15.35
-27.0,-17.0,19.0,-60.0,-6.41,-15.26
-27.0,-17.0,21.0,-62.21,-2.06,-15.01
-27.0,-17.0,23.0,-64.42,2.28,-14.58
-27.0,-17.0,25.0,-66.62,6.6,-13.99
-27.0,-17.0,27.0,-68.81,10.9,-13.22
-27.0,-17.0,29.0,-70.99,15.17,-12.29
-27.0,-17.0,31.0,-73.15,19.41,-11.19
-27.0,-17.0,33.0,-75.3,23.62,-9.93
-27.0,-17.0,35.0,-77.42,27.78,-8.5
-27.0,-17.0,37.0,-79.52,31.9,-6.91
-27.0,-17.0,39.0,-81.59,35.97,-5.16
-27.0,-17.0,41.0,-83.63,39.97,-3.25
-27.0,-17.0,43.0,-85.64,43.92,-1.18
-27.0,-17.0,45.0,-87.62,47.8,1.04
-27.0,-15.0,-45.0,-2.96,-118.34,56.41
-27.0,-15.0,-43.0,-4.11,-116.1,52.22
-27.0,-15.0,-41.0,-5.31,-113.73,48.12
-27.0,-15.0,-39.0,-6.59,-111.23,44.12
-27.0,-15.0,-37.0,-7.92,-108.61,40.22
-27.0,-15.0,-35.0,-9.32,-105.87,36.42
-27.0,-15.0,-33.0,-10.77,-103.01,32.73
-27.0,-15.0,-31.0,-12.29,-100.04,29.16
-27.0,-15.0,-29.0,-13.86,-96.97,25.7
-27.0,-15.0,-27.0,-15.48,-93.78,22.37
-27.0,-15.0,-25.0,-17.15,-90.5,19.17
-27.0,-15.0,-23.0,-18.88,-87.11,16.09
-27.0,-15.0,-21.0,-20.65,-83.63,13.15
-27.0,-15.0,-19.0,-22.47,-80.07,10.35
-27.0,-15.0,-17.0,-24.33,-76.42,7.69
-27.0,-15.0,-15.0,-26.23,-72.68,5.17
-27.0,-15.0,-13.0,-28.17,-68.88,2.8
-27.0,-15.0,-11.0,-30.14,-65.0,0.58
-27.0,-15.0,-9.0,-32.16,-61.05,-1.48
-27.0,-15.0,-7.0,-34.2,-57.04,-3.39
-27.0,-15.0,-5.0,-36.27,-52.98,-5.14
-27.0,-15.0,-3.0,-38.37,-48.86,-6.74
-27.0,-15.0,-1.0,-40.49,-44.7,-8.16
-27.0,-15.0,1.0,-42.63,-40.49,-9.43
-27.0,-15.0,3.0,-44.79,-36.25,-10.53
-27.0,-15.0,5.0,-46.97,-31.97,-11.46
-27.0,-15.0,7.0,-49.16,-27.67,-12.23
-27.0,-15.0,9.0,-51.36,-23.35,-12.82
-27.0,-15.0,11.0,-53.57,-19.01,-13.25
-27.0,-15.0,13.0,-55.79,-14.67,-13.5
-27.0,-15.0,15.0,-58.01,-10.31,-13.59
-27.0,-15.0,17.0,-60.23,-5.96,-13.5
-27.0,-15.0,19.0,-62.44,-1.61,-13.25
-27.0,-15.0,21.0,-64.65,2.73,-12.82
-27.0,-15.0,23.0,-66.85,7.05,-12.23
-27.0,-15.0,25.0,-69.04,11.35,-11.46
-27.0,-15.0,27.0,-71.22,15.62,-10.53
-27.0,-15.0,29.0,-73.38,19.86,-9.43
-27.0,-15.0,31.0,-75.53,24.07,-8.16
-27.0,-15.0,33.0,-77.65,28.23,-6.74
-27.0,-15.0,35.0,-79.75,32.35,-5.14
-27.0,-15.0,37.0,-81.82,36.42,-3.39
-27.0,-15.0,39.0,-83.86,40.42,-1.48
-27.0,-15.0,41.0,-85.87,44.37,0.58
-27.0,-15.0,43.0,-87.85,48.25,2.8
-27.0,-15.0,45.0,-89.79,52.06,5.17
-27.0,-13.0,-45.0,-4.31,-115.7,54.0
-27.0,-13.0,-43.0,-5.52,-113.33,49.9
-27.0,-13.0,-41.0,-6.79,-110.84,45.9
-27.0,-13.0,-39.0,-8.12,-108.22,42.0
-27.0,-13.0,-37.0,-9.52,-105.48,38.2
-27.0,-13.0,-35.0,-10.98,-102.62,34.51
-27.0,-13.0,-33.0,-12.49,-99.65,30.94
-27.0,-13.0,-31.0,-14.06,-96.57,27.48
-27.0,-13.0,-29.0,-15.68,-93.39,24.15
-27.0,-13.0,-27.0,-17.35,-90.1,20.94
-27.0,-13.0,-25.0,-19.08,-86.72,17.87
-27.0,-13.0,-23.0,-20.85,-83.24,14.93
-27.0,-13.0,-21.0,-22.67,-79.67,12.12
-27.0,-13.0,-19.0,-24.53,-76.02,9.46
-27.0,-13.0,-17.0,-26.43,-72.29,6.95
-27.0,-13.0,-15.0,-28.37,-68.48,4.58
-27.0,-13.0,-13.0,-30.35,-64.6,2.36
-27.0,-13.0,-11.0,-32.36,-60.66,0.29
-27.0,-13.0,-9.0,-34.4,-56.65,-1.62
-27.0,-13.0,-7.0,-36.47,-52.58,-3.37
-27.0,-13.0,-5.0,-38.57,-48.47,-4.96
-27.0,-13.0,-3.0,-40.69,-44.3,-6.39
-27.0,-13.0,-1.0,-42.83,-40.1,-7.65
-27.0,-13.0,1.0,-44.99,-35.85,-8.75
-27.0,-13.0,3.0,-47.17,-31.58,-9.68
-27.0,-13.0,5.0,-49.36,-27.28,-10.45
-27.0,-13.0,7.0,-51.56,-22.96,-11.04
-27.0,-13.0,9.0,-53.77,-18.62,-11.47
-27.0,-13.0,11.0,-55.99,-14.27,-11.72
-27.0,-13.0,13.0,-58.21,-9.92,-11.81
-27.0,-13.0,15.0,-60.43,-5.56,-11.72
-27.0,-13.0,17.0,-62.64,-1.22,-11.47
-27.0,-13.0,19.0,-64.85,3.12,-11.04
-27.0,-13.0,21.0,-67.05,7.44,-10.45
-27.0,-13.0,23.0,-69.25,11.74,-9.68
-27.0,-13.0,25.0,-71.42,16.02,-8.75
-27.0,-13.0,27.0,-73.58,20.26,-7.65
-27.0,-13.0,29.0,-75.73,24.46,-6.39
-27.0,-13.0,31.0,-77.85,28.63,-4.96
-27.0,-13.0,33.0,-79.95,32.75,-3.37
-27.0,-13.0,35.0,-82.02,36.81,-1.62
-27.0,-13.0,37.0,-84.06,40.82,0.29
-27.0,-13.0,39.0,-86.07,44.76,2.36
-27.0,-13.0,41.0,-88.05,48.64,4.58
-27.0,-13.0,43.0,-89.99,52.45,6.95
-27.0,-13.0,45.0,-91.89,56.18,9.46
-27.0,-11.0,-45.0,-5.69,-112.99,51.7
-27.0,-11.0,-43.0,-6.96,-110.5,47.69
-27.0,-11.0,-41.0,-8.3,-107.88,43.79
-27.0,-11.0,-39.0,-9.69,-105.14,39.99
-27.0,-11.0,-37.0,-11.15,-102.28,36.3
-27.0,-11.0,-35.0,-12.66,-99.31,32.73
-27.0,-11.0,-33.0,-14.23,-96.23,29.27
-27.0,-11.0,-31.0,-15.85,-93.05,25.94
-27.0,-11.0,-29.0,-17.53,-89.76,22.74
-27.0,-11.0,-27.0,-19.25,-86.38,19.66
-27.0,-11.0,-25.0,-21.02,-82.9,16.72
-27.0,-11.0,-23.0,-22.84,-79.33,13.92
-27.0,-11.0,-21.0,-24.7,-75.68,11.26
-27.0,-11.0,-19.0,-26.6,-71.95,8.74
-27.0,-11.0,-17.0,-28.54,-68.14,6.37
-27.0,-11.0,-15.0,-30.52,-64.26,4.15
-27.0,-11.0,-13.0,-32.53,-60.32,2.09
-27.0,-11.0,-11.0,-34.57,-56.31,0.18
-27.0,-11.0,-9.0,-36.64,-52.24,-1.57
-27.0,-11.0,-7.0,-38.74,-48.13,-3.17
-27.0,-11.0,-5.0,-40.86,-43.96,-4.59
-27.0,-11.0,-3.0,-43.01,-39.76,-5.86
-27.0,-11.0,-1.0,-45.17,-35.51,-6.96
-27.0,-11.0,1.0,-47.34,-31.24,-7.89
-27.0,-11.0,3.0,-49.54,-26.94,-8.66
-27.0,-11.0,5.0,-51.74,-22.62,-9.25
-27.0,-11.0,7.0,-53.95,-18.28,-9.68
-27.0,-11.0,9.0,-56.16,-13.93,-9.93
-27.0,-11.0,11.0,-58.38,-9.58,-10.02
-27.0,-11.0,13.0,-60.6,-5.23,-9.93
-27.0,-11.0,15.0,-62.81,-0.88,-9.68
-27.0,-11.0,17.0,-65.03,3.46,-9.25
-27.0,-11.0,19.0,-67.23,7.78,-8.66
-27.0,-11.0,21.0,-69.42,12.08,-7.89
-27.0,-11.0,23.0,-71.6,16.36,-6.96
-27.0,-11.0,25.0,-73.76,20.6,-5.86
-27.0,-11.0,27.0,-75.9,24.8,-4.59
-27.0,-11.0,29.0,-78.02,28.97,-3.17
-27.0,-11.0,31.0,-80.12,33.08,-1.57
-27.0,-11.0,33.0,-82.19,37.15,0.18
-27.0,-11.0,35.0,-84.23,41.16,2.09
-27.0,-11.0,37.0,-86.24,45.1,4.15
-27.0,-11.0,39.0,-88.22,48.98,6.37
-27.0,-11.0,41.0,-90.16,52.79,8.74
-27.0,-11.0,43.0,-92.06,56.52,11.26
-27.0,-11.0,45.0,-93.92,60.18,13.92
-27.0,-9.0,-45.0,-7.11,-110.21,49.5
-27.0,-9.0,-43.0,-8.44,-107.59,45.59
-27.0,-9.0,-41.0,-9.84,-104.85,41.8
-27.0,-9.0,-39.0,-11.29,-102.0,38.11
-27.0,-9.0,-37.0,-12.81,-99.03,34.54
-27.0,-9.0,-35.0,-14.37,-95.95,31.08
-27.0,-9.0,-33.0,-16.0,-92.76,27.75
-27.0,-9.0,-31.0,-17.67,-89.48,24.54
-27.0,-9.0,-29.0,-19.4,-86.09,21.47
-27.0,-9.0,-27.0,-21.17,-82.62,18.52
-27.0,-9.0,-25.0,-22.98,-79.05,15.72
-27.0,-9.0,-23.0,-24.84,-75.4,13.06
-27.0,-9.0,-21.0,-26.75,-71.67,10.54
-27.0,-9.0,-19.0,-28.69,-67.86,8.17
-27.0,-9.0,-17.0,-30.66,-63.98,5.96
-27.0,-9.0,-15.0,-32.67,-60.03,3.89
-27.0,-9.0,-13.0,-34.72,-56.02,1.98
-27.0,-9.0,-11.0,-36.79,-51.96,0.23
-27.0,-9.0,-9.0,-38.89,-47.84,-1.36
-27.0,-9.0,-7.0,-41.01,-43.68,-2.79
-27.0,-9.0,-5.0,-43.15,-39.47,-4.05
-27.0,-9.0,-3.0,-45.31,-35.23,-5.15
-27.0,-9.0,-1.0,-47.49,-30.96,-6.09
-27.0,-9.0,1.0,-49.68,-26.66,-6.85
-27.0,-9.0,3.0,-51.88,-22.33,-7.45
-27.0,-9.0,5.0,-54.09,-18.0,-7.87
-27.0,-9.0,7.0,-56.31,-13.65,-8.13
-27.0,-9.0,9.0,-58.53,-9.3,-8.21
-27.0,-9.0,11.0,-60.74,-4.94,-8.13
-27.0,-9.0,13.0,-62.96,-0.59,-7.87
-27.0,-9.0,15.0,-65.17,3.74,-7.45
-27.0,-9.0,17.0,-67.37,8.07,-6.85
-27.0,-9.0,19.0,-69.56,12.37,-6.09
-27.0,-9.0,21.0,-71.74,16.64,-5.15
-27.0,-9.0,23.0,-73.9,20.88,-4.05
-27.0,-9.0,25.0,-76.04,25.09,-2.79
-27.0,-9.0,27.0,-78.17,29.25,-1.36
-27.0,-9.0,29.0,-80.26,33.37,0.23
-27.0,-9.0,31.0,-82.34,37.43,1.98
-27.0,-9.0,33.0,-84.38,41.44,3.89
-27.0,-9.0,35.0,-86.39,45.39,5.96
-27.0,-9.0,37.0,-88.36,49.27,8.17
-27.0,-9.0,39.0,-90.31,53.08,10.54
-27.0,-9.0,41.0,-92.21,56.81,13.06
-27.0,-9.0,43.0,-94.07,60.46,15.72
-27.0,-9.0,45.0,-95.88,64.03,18.52
-27.0,-7.0,-45.0,-8.56,-107.37,47.41
-27.0,-7.0,-43.0,-9.95,-104.63,43.61
-27.0,-7.0,-41.0,-11.41,-101.77,39.92
-27.0,-7.0,-39.0,-12.92,-98.8,36.35
-27.0,-7.0,-37.0,-14.49,-95.72,32.89
-27.0,-7.0,-35.0,-16.11,-92.54,29.56
-27.0,-7.0,-33.0,-17.79,-89.25,26.36
-27.0,-7.0,-31.0,-19.51,-85.87,23.28
-27.0,-7.0,-29.0,-21.28,-82.39,20.34
-27.0,-7.0,-27.0,-23.1,-78.82,17.54
-27.0,-7.0,-25.0,-24.96,-75.17,14.88
-27.0,-7.0,-23.0,-26.86,-71.44,12.36
-27.0,-7.0,-21.0,-28.8,-67.63,9.99
-27.0,-7.0,-19.0,-30.78,-63.75,7.77
-27.0,-7.0,-17.0,-32.79,-59.8,5.71
-27.0,-7.0,-15.0,-34.83,-55.8,3.8
-27.0,-7.0,-13.0,-36.9,-51.73,2.04
-27.0,-7.0,-11.0,-39.0,-47.62,0.45
-27.0,-7.0,-9.0,-41.12,-43.45,-0.97
-27.0,-7.0,-7.0,-43.27,-39.25,-2.24
-27.0,-7.0,-5.0,-45.43,-35.0,-3.34
-27.0,-7.0,-3.0,-47.6,-30.73,-4.27
-27.0,-7.0,-1.0,-49.8,-26.43,-5.04
-27.0,-7.0,1.0,-52.0,-22.11,-5.63
-27.0,-7.0,3.0,-54.21,-17.77,-6.06
-27.0,-7.0,5.0,-56.42,-13.42,-6.31
-27.0,-7.0,7.0,-58.64,-9.07,-6.4
-27.0,-7.0,9.0,-60.86,-4.71,-6.31
-27.0,-7.0,11.0,-63.08,-0.37,-6.06
-27.0,-7.0,13.0,-65.29,3.97,-5.63
-27.0,-7.0,15.0,-67.49,8.29,-5.04
-27.0,-7.0,17.0,-69.68,12.59,-4.27
-27.0,-7.0,19.0,-71.86,16.87,-3.34
-27.0,-7.0,21.0,-74.02,21.11,-2.24
-27.0,-7.0,23.0,-76.16,25.32,-0.97
-27.0,-7.0,25.0,-78.28,29.48,0.45
-27.0,-7.0,27.0,-80.38,33.6,2.04
-27.0,-7.0,29.0,-82.45,37.66,3.8
-27.0,-7.0,31.0,-84.49,41.67,5.71
-27.0,-7.0,33.0,-86.5,45.61,7.77
-27.0,-7.0,35.0,-88.48,49.49,9.99
-27.0,-7.0,37.0,-90.42,53.3,12.36
-27.0,-7.0,39.0,-92.32,57.03,14.88
-27.0,-7.0,41.0,-94.18,60.69,17.54
-27.0,-7.0,43.0,-96.0,64.25,20.34
-27.0,-7.0,45.0,-97.77,67.73,23.28
-27.0,-5.0,-45.0,-10.04,-104.45,45.43
-27.0,-5.0,-43.0,-11.5,-101.6,41.75
-27.0,-5.0,-41.0,-13.01,-98.63,38.17
-27.0,-5.0,-39.0,-14.58,-95.55,34.72
-27.0,-5.0,-37.0,-16.2,-92.37,31.38
-27.0,-5.0,-35.0,-17.87,-89.08,28.18
-27.0,-5.0,-33.0,-19.6,-85.7,25.1
-27.0,-5.0,-31.0,-21.37,-82.22,22.16
-27.0,-5.0,-29.0,-23.19,-78.65,19.36
-27.0,-5.0,-27.0,-25.05,-75.0,16.7
-27.0,-5.0,-25.0,-26.95,-71.27,14.18
-27.0,-5.0,-23.0,-28.89,-67.46,11.81
-27.0,-5.0,-21.0,-30.87,-63.58,9.59
-27.0,-5.0,-19.0,-32.88,-59.63,7.53
-27.0,-5.0,-17.0,-34.92,-55.63,5.62
-27.0,-5.0,-15.0,-36.99,-51.56,3.87
-27.0,-5.0,-13.0,-39.09,-47.44,2.28
-27.0,-5.0,-11.0,-41.21,-43.28,0.85
-27.0,-5.0,-9.0,-43.35,-39.08,-0.42
-27.0,-5.0,-7.0,-45.51,-34.83,-1.52
-27.0,-5.0,-5.0,-47.69,-30.56,-2.45
-27.0,-5.0,-3.0,-49.88,-26.26,-3.21
-27.0,-5.0,-1.0,-52.08,-21.94,-3.81
-27.0,-5.0,1.0,-54.29,-17.6,-4.23
-27.0,-5.0,3.0,-56.51,-13.25,-4.49
-27.0,-5.0,5.0,-58.73,-8.9,-4.58
-27.0,-5.0,7.0,-60.95,-4.54,-4.49
-27.0,-5.0,9.0,-63.16,-0.2,-4.23
-27.0,-5.0,11.0,-65.37,4.14,-3.81
-27.0,-5.0,13.0,-67.57,8.46,-3.21
-27.0,-5.0,15.0,-69.77,12.76,-2.45
-27.0,-5.0,17.0,-71.94,17.04,-1.52
-27.0,-5.0,19.0,-74.1,21.28,-0.42
-27.0,-5.0,21.0,-76.25,25.49,0.85
-27.0,-5.0,23.0,-78.37,29.65,2.28
-27.0,-5.0,25.0,-80.47,33.77,3.87
-27.0,-5.0,27.0,-82.54,37.83,5.62
-27.0,-5.0,29.0,-84.58,41.84,7.53
-27.0,-5.0,31.0,-86.59,45.79,9.59
-27.0,-5.0,33.0,-88.57,49.66,11.81
-27.0,-5.0,35.0,-90.51,53.47,14.18
-27.0,-5.0,37.0,-92.41,57.21,16.7
-27.0,-5.0,39.0,-94.27,60.86,19.36
-27.0,-5.0,41.0,-96.09,64.42,22.16
-27.0,-5.0,43.0,-97.86,67.9,25.1
-27.0,-5.0,45.0,-99.58,71.28,28.18
-27.0,-3.0,-45.0,-11.55,-101.48,43.57
-27.0,-3.0,-43.0,-13.07,-98.51,40.0
-27.0,-3.0,-41.0,-14.64,-95.44,36.54
-27.0,-3.0,-39.0,-16.26,-92.25,33.21
-27.0,-3.0,-37.0,-17.93,-88.97,30.01
-27.0,-3.0,-35.0,-19.66,-85.58,26.93
-27.0,-3.0,-33.0,-21.43,-82.1,23.99
-27.0,-3.0,-31.0,-23.25,-78.54,21.19
-27.0,-3.0,-29.0,-25.11,-74.89,18.53
-27.0,-3.0,-27.0,-27.01,-71.15,16.01
-27.0,-3.0,-25.0,-28.95,-67.35,13.64
-27.0,-3.0,-23.0,-30.92,-63.47,11.42
-27.0,-3.0,-21.0,-32.93,-59.52,9.36
-27.0,-3.0,-19.0,-34.98,-55.51,7.45
-27.0,-3.0,-17.0,-37.05,-51.45,5.7
-27.0,-3.0,-15.0,-39.15,-47.33,4.1
-27.0,-3.0,-13.0,-41.27,-43.17,2.68
-27.0,-3.0,-11.0,-43.41,-38.96,1.41
-27.0,-3.0,-9.0,-45.57,-34.72,0.31
-27.0,-3.0,-7.0,-47.75,-30.44,-0.62
-27.0,-3.0,-5.0,-49.94,-26.14,-1.39
-27.0,-3.0,-3.0,-52.14,-21.82,-1.98
-27.0,-3.0,-1.0,-54.35,-17.49,-2.41
-27.0,-3.0,1.0,-56.57,-13.14,-2.66
-27.0,-3.0,3.0,-58.79,-8.78,-2.75
-27.0,-3.0,5.0,-61.0,-4.43,-2.66
-27.0,-3.0,7.0,-63.22,-0.08,-2.41
-27.0,-3.0,9.0,-65.43,4.26,-1.98
-27.0,-3.0,11.0,-67.63,8.58,-1.39
-27.0,-3.0,13.0,-69.82,12.88,-0.62
-27.0,-3.0,15.0,-72.0,17.15,0.31
-27.0,-3.0,17.0,-74.16,21.39,1.41
-27.0,-3.0,19.0,-76.31,25.6,2.68
-27.0,-3.0,21.0,-78.43,29.76,4.1
-27.0,-3.0,23.0,-80.52,33.88,5.7
-27.0,-3.0,25.0,-82.6,37.95,7.45
-27.0,-3.0,27.0,-84.64,41.95,9.36
-27.0,-3.0,29.0,-86.65,45.9,11.42
-27.0,-3.0,31.0,-88.63,49.78,13.64
-27.0,-3.0,33.0,-90.57,53.59,16.01
-27.0,-3.0,35.0,-92.47,57.32,18.53
-27.0,-3.0,37.0,-94.33,60.97,21.19
-27.0,-3.0,39.0,-96.15,64.54,23.99
-27.0,-3.0,41.0,-97.92,68.01,26.93
-27.0,-3.0,43.0,-99.64,71.4,30.01
-27.0,-3.0,45.0,-101.32,74.68,33.21
-27.0,-1.0,-45.0,-13.1,-98.46,41.83
-27.0,-1.0,-43.0,-14.66,-95.38,38.38
-27.0,-1.0,-41.0,-16.29,-92.19,35.04
-27.0,-1.0,-39.0,-17.96,-88.91,31.84
-27.0,-1.0,-37.0,-19.68,-85.52,28.76
-27.0,-1.0,-35.0,-21.46,-82.05,25.82
-27.0,-1.0,-33.0,-23.27,-78.48,23.02
-27.0,-1.0,-31.0,-25.13,-74.83,20.36
-27.0,-1.0,-29.0,-27.04,-71.1,17.84
-27.0,-1.0,-27.0,-28.98,-67.29,15.47
-27.0,-1.0,-25.0,-30.95,-63.41,13.25
-27.0,-1.0,-23.0,-32.96,-59.46,11.19
-27.0,-1.0,-21.0,-35.01,-55.46,9.28
-27.0,-1.0,-19.0,-37.08,-51.39,7.53
-27.0,-1.0,-17.0,-39.17,-47.27,5.94
-27.0,-1.0,-15.0,-41.3,-43.11,4.51
-27.0,-1.0,-13.0,-43.44,-38.9,3.24
-27.0,-1.0,-11.0,-45.6,-34.66,2.14
-27.0,-1.0,-9.0,-47.78,-30.39,1.21
-27.0,-1.0,-7.0,-49.97,-26.09,0.45
-27.0,-1.0,-5.0,-52.17,-21.77,-0.15
-27.0,-1.0,-3.0,-54.38,-17.43,-0.58
-27.0,-1.0,-1.0,-56.6,-13.08,-0.83
-27.0,-1.0,1.0,-58.82,-8.73,-0.92
-27.0,-1.0,3.0,-61.03,-4.37,-0.83
-27.0,-1.0,5.0,-63.25,-0.03,-0.58
-27.0,-1.0,7.0,-65.46,4.31,-0.15
-27.0,-1.0,9.0,-67.66,8.63,0.45
-27.0,-1.0,11.0,-69.85,12.93,1.21
-27.0,-1.0,13.0,-72.03,17.21,2.14
-27.0,-1.0,15.0,-74.19,21.45,3.24
-27.0,-1.0,17.0,-76.33,25.66,4.51
-27.0,-1.0,19.0,-78.46,29.82,5.94
-27.0,-1.0,21.0,-80.55,33.94,7.53
-27.0,-1.0,23.0,-82.63,38.0,9.28
-27.0,-1.0,25.0,-84.67,42.01,11.19
-27.0,-1.0,27.0,-86.68,45.96,13.25
-27.0,-1.0,29.0,-88.65,49.84,15.47
-27.0,-1.0,31.0,-90.59,53.64,17.84
-27.0,-1.0,33.0,-92.5,57.38,20.36
-27.0,-1.0,35.0,-94.36,61.03,23.02
-27.0,-1.0,37.0,-96.17,64.59,25.82
-27.0,-1.0,39.0,-97.95,68.07,28.76
-27.0,-1.0,41.0,-99.67,71.46,31.84
-27.0,-1.0,43.0,-101.34,74.74,35.04
-27.0,-1.0,45.0,-102.97,77.93,38.38
-27.0,1.0,-45.0,-14.66,-95.38,40.21
-27.0,1.0,-43.0,-16.29,-92.19,36.88
-27.0,1.0,-41.0,-17.96,-88.91,33.67
-27.0,1.0,-39.0,-19.68,-85.52,30.59
-27.0,1.0,-37.0,-21.46,-82.05,27.65
-27.0,1.0,-35.0,-23.27,-78.48,24.85
-27.0,1.0,-33.0,-25.13,-74.83,22.19
-27.0,1.0,-31.0,-27.04,-71.1,19.67
-27.0,1.0,-29.0,-28.98,-67.29,17.3
-27.0,1.0,-27.0,-30.95,-63.41,15.09
-27.0,1.0,-25.0,-32.96,-59.46,13.02
-27.0,1.0,-23.0,-35.01,-55.46,11.11
-27.0,1.0,-21.0,-37.08,-51.39,9.36
-27.0,1.0,-19.0,-39.17,-47.27,7.77
-27.0,1.0,-17.0,-41.3,-43.11,6.34
-27.0,1.0,-15.0,-43.44,-38.9,5.07
-27.0,1.0,-13.0,-45.6,-34.66,3.98
-27.0,1.0,-11.0,-47.78,-30.39,3.04
-27.0,1.0,-9.0,-49.97,-26.09,2.28
-27.0,1.0,-7.0,-52.17,-21.77,1.68
-27.0,1.0,-5.0,-54.38,-17.43,1.26
-27.0,1.0,-3.0,-56.6,-13.08,1.0
-27.0,1.0,-1.0,-58.82,-8.73,0.92
-27.0,1.0,1.0,-61.03,-4.37,1.0
-27.0,1.0,3.0,-63.25,-0.03,1.26
-27.0,1.0,5.0,-65.46,4.31,1.68
-27.0,1.0,7.0,-67.66,8.63,2.28
-27.0,1.0,9.0,-69.85,12.93,3.04
